"Player","Team","Position","Rk","Status","Age","Opponent","Salary","Score","GS","W","L-QS","IP","H","BB","K","SVH3","ERA","WHIP","GP"
"Connor Lunn","STL","SP,RP","2905","FA","22","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Scott Lyman","MIA","SP,RP","2906","FA","30","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jake Lyons","BAL","SP,RP","2907","FA","22","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Tommy Mace","CIN","SP,RP","2908","FA","22","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Ryley MacEachern","MIA","RP","2909","FA","26","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Travis MacGregor","PIT","SP","2910","FA","23","CIN 3<br/>@PIT 1 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Andres Machado","KC","RP","2911","FA","27","MIN 4<br/>@KC 5 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Joel Machado","CHC","SP","2912","FA","19","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Chris Machamer","BOS","SP,RP","2913","FA","23","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jean Machi","(N/A)","RP","2914","FA","39","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Josh Maciejewski","NYY","SP,RP","2915","FA","25","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Adam Macko","SEA","SP,RP","2916","FA","20","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Angel Macuare","HOU","RP","2917","FA","20","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Austin Maddox","BOS","RP","2918","FA","29","BAL 4<br/>@BOS 5 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Michael Mader","MIA","SP","2919","FA","26","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Luis Madero","LAA","SP","2920","FA","23","HOU 8<br/>@LAA 5 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Ben Madison","SF","SP,RP","2921","FA","23","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jose Roman Madrid","SD","RP","2922","FA","29","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Warner Madrigal","WSH","RP","2923","FA","36","CLE 2<br/>@WSH 8 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Ryan Madson","(N/A)","RP","2924","FA","40","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Justin Maese","TOR","SP,RP","2925","FA","24","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Kevin Magee","BAL","SP,RP","2926","FA","25","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Johnny Magliozzi","NYM","SP,RP","2927","FA","29","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Damien Magnifico","ARI","RP","2928","FA","29","SD 0<br/>@ARI 1 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Andrew Magno","DET","SP,RP","2929","FA","22","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Trystan Magnuson","TOR","RP","2930","FA","35","TB 3<br/>@TOR 8 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Greg Mahle","LAA","RP","2931","FA","27","HOU 8<br/>@LAA 5 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Paul Maholm","CIN","SP","2932","FA","38","CIN 3<br/>@PIT 1 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Kolton Mahoney","NYY","SP,RP","2933","FA","28","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Spencer Mahoney","NYY","RP","2934","FA","27","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Michael Main","TEX","SP","2935","FA","32","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"John Maine","(N/A)","SP","2936","FA","39","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Kazuhisa Makita","SD","RP","2937","FA","36","SD 0<br/>@ARI 1 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Anthony Maldonado","MIA","SP,RP","2938","FA","23","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jose Maldonado","PIT","SP","2939","FA","22","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Kevin Malisheski","LAD","RP","2940","FA","23","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Chase Mallard","TOR","SP,RP","2941","FA","29","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Brennan Malone","PIT","SP,RP","2942","FA","20","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Matt Maloney","CIN","RP","2943","FA","37","CIN 3<br/>@PIT 1 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Evan Manarino","OAK","SP,RP","2944","FA","28","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Alex Manasa","PIT","SP,RP","2945","FA","23","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jeff Mandel","WSH","SP","2946","FA","35","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Seth Maness","TEX","RP","2947","FA","32","NYY 1<br/>@TEX 6 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jake Mangum","NYM","SP,RP","2948","FA","24","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Brandon Mann","(N/A)","SP,RP","2949","FA","36","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Austin Manning","KC","SP,RP","2950","FA","23","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Charlie Manning","STL","RP","2951","FA","41","CHC 0<br/>@STL 9 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Alek Manoah","TOR","1B,SP,RP","2952","FA","23","TB 3<br/>@TOR 8 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Erik Manoah","NYM","SP,RP","2953","FA","25","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jeff Manship","CIN","RP","2954","FA","36","CIN 3<br/>@PIT 1 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Santo Manzanillo","MIL","RP","2955","FA","32","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Tyler Mapes","WSH","SP","2956","FA","29","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"David Marcano","(N/A)","SP,RP","2957","FA","19","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Stephen Marek","ATL","RP","2958","FA","37","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Sugar Ray Marimon","(N/A)","SP,RP","2959","FA","32","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Terance Marin","CHW","SP","2960","FA","31","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Ron Marinaccio","NYY","SP,RP","2961","FA","25","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"James Marinan","CIN","SP,RP","2962","FA","22","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jhan Marinez","(N/A)","RP","2963","FA","32","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Michael Mariot","(N/A)","RP","2964","FA","32","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Tyler Mark","ARI","SP,RP","2965","FA","26","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Brad Markey","DET","SP,RP","2966","FA","28","DET 3<br/>@CHW 5 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Brett Marks","NYY","SP,RP","2967","FA","28","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Justin Marks","(N/A)","RP","2968","FA","33","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Wyatt Marks","OAK","SP,RP","2969","FA","25","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Matt Marksberry","(N/A)","RP","2970","FA","30","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Kyle Marman","CLE","SP,RP","2971","FA","23","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Carlos Marmol","(N/A)","RP","2972","FA","38","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Nick Maronde","(N/A)","RP","2973","FA","31","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Brailyn Marquez","CHC","SP","2974","FA","22","CHC 0<br/>@STL 9 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jeff Marquez","SEA","RP","2975","FA","36","OAK 1<br/>@SEA 3 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Miguel Marquez","BOS","SP","2976","FA","33","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Yoiber Marquina","CLE","RP","2977","FA","25","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jason Marquis","(N/A)","SP","2978","FA","42","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Justin Marsden","TB","SP,RP","2979","FA","24","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Alec Marsh","KC","SP,RP","2980","FA","22","MIN 4<br/>@KC 5 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Brett Marshall","TB","RP","2981","FA","30","TB 3<br/>@TOR 8 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jay Marshall","(N/A)","RP","2982","FA","37","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Mac Marshall","SF","SP","2983","FA","25","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Sean Marshall","(N/A)","RP","2984","FA","38","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jose Marte","SF","SP","2985","FA","24","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Junior Marte","CHC","SP","2986","FA","25","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Luis Marte","DET","RP","2987","FA","34","DET 3<br/>@CHW 5 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Yunior Marte","SF","SP","2988","FA","26","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Francis Martes","HOU","RP","2989","FA","25","HOU 8<br/>@LAA 5 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Yadel Marti","OAK","SP","2990","FA","41","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Davis Martin","CHW","SP,RP","2991","FA","24","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Ethan Martin","ATL","RP","2992","FA","31","ATL 6<br/>@NYM 7 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"J.D. Martin","LAD","SP","2993","FA","38","LAD 9<br/>@SF 0 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Josh Martin","CLE","SP,RP","2994","FA","31","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Kyle Martin","(N/A)","RP","2995","FA","30","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Rafael Martin","WSH","RP","2996","FA","36","CLE 2<br/>@WSH 8 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Algenis Martinez","BOS","RP","2997","FA","27","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Anastacio Martinez","DET","SP,RP","2998","FA","0","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Andre Martinez","MIN","SP,RP","2999","FA","27","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Carlos Martinez","MIA","RP","3000","FA","38","MIA 4<br/>@PHI 3 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Dallas Martinez","NYY","SP","3001","FA","26","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Daniel Martinez","OAK","SP,RP","3002","FA","22","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"David Jose Martinez","HOU","SP","3003","FA","33","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Denny Martinez","PHI","SP","3004","FA","24","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Edgar Martinez","ARI","RP","3005","FA","23","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Edgar Martinez","SD","SP","3006","FA","19","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Fabio Martinez","LAA","SP","3007","FA","31","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Henry Martinez","DET","RP","3008","FA","26","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jhon Martinez","ATL","RP","3009","FA","26","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Joan Martinez","BOS","RP","3010","FA","24","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Joe Martinez","LAA","RP","3011","FA","37","HOU 8<br/>@LAA 5 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jonathan Martinez","CHC","SP","3012","FA","26","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jose Martinez","ARI","SP","3013","FA","26","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Lino Martinez","PHI","RP","3014","FA","28","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Luis Martinez","CHW","SP","3015","FA","26","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Marcelo Martinez","KC","RP","3016","FA","24","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Nick Martinez","(N/A)","SP","3017","FA","30","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Nolan Martinez","NYY","SP,RP","3018","FA","22","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Raidel Martinez","(N/A)","SP","3019","FA","24","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Rodolfo Martinez","(N/A)","RP","3020","FA","26","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Seth Martinez","HOU","SP,RP","3021","FA","26","HOU 8<br/>@LAA 5 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Carlos Martinez-Pumarino","CHC","RP","3022","FA","29","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jordan Martinson","NYM","SP,RP","3023","FA","23","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Shairon Martis","BAL","SP","3024","FA","33","BAL 4<br/>@BOS 5 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Trey Masek","CHC","SP,RP","3025","FA","29","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Ryan Mason","MIN","SP,RP","3026","FA","26","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Alex Massey","KC","RP","3027","FA","28","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Andrew Massie","NYM","SP,RP","3028","FA","27","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Chris Masters","ATL","SP","3029","FA","33","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Bryan Mata","BOS","SP","3030","FA","21","BAL 4<br/>@BOS 5 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Alex Mateo","MIA","SP,RP","3031","FA","27","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Luis Mateo","NYM","SP","3032","FA","30","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Marcos Mateo","(N/A)","RP","3033","FA","36","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Chris Mathewson","LAD","SP,RP","3034","FA","24","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Scott Mathieson","(N/A)","RP","3035","FA","36","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Daisuke Matsuzaka","(N/A)","SP,RP","3036","FA","40","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Ryan Mattheus","(N/A)","RP","3037","FA","37","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"John Matthews","TEX","SP,RP","3038","FA","23","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Kenny Matthews","NYM","SP,RP","3039","FA","27","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Kevin Matthews","TEX","SP,RP","3040","FA","28","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Isaac Mattson","BAL","SP,RP","3041","FA","25","BAL 4<br/>@BOS 5 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Michael Matuella","TEX","SP,RP","3042","FA","26","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Joey Matulovich","MIL","SP,RP","3043","FA","23","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Brian Matusz","ARI","SP","3044","FA","34","SD 0<br/>@ARI 1 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Tyler Matzek","ARI/ATL","SP","3045","FA","30","ATL 6<br/>@NYM 7 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Brandon Maurer","PIT","RP","3046","FA","30","CIN 3<br/>@PIT 1 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Yunesky Maya","LAA","SP","3047","FA","39","HOU 8<br/>@LAA 5 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Seth Mayberry","SD","RP","3048","FA","20","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Whit Mayberry","DET","SP,RP","3049","FA","30","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Gunner Mayer","PHI","SP,RP","3050","FA","20","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jack Maynard","CHW","SP,RP","3051","FA","24","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Yomil Maysonet","CIN","SP,RP","3052","FA","21","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Domenic Mazza","SF","SP,RP","3053","FA","26","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Vin Mazzaro","CIN","RP","3054","FA","34","CIN 3<br/>@PIT 1 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Cory Mazzoni","(N/A)","RP","3055","FA","31","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Sean McAdams","BAL","SP,RP","3056","FA","27","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Brian McAfee","TB","RP","3057","FA","28","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Will McAffer","TOR","SP,RP","3058","FA","23","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Zach McAllister","TEX/LAD","RP","3059","FA","33","LAD 9<br/>@SF 0 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"James McArthur","PHI","SP,RP","3060","FA","24","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Michael McAvene","CHC","SP,RP","3061","FA","23","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Kevin McAvoy","BOS","SP,RP","3062","FA","27","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Nicholas McBride","TEX","SP,RP","3063","FA","29","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jeremy McBryde","LAA","SP","3064","FA","33","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Shane McCain","TEX","RP","3065","FA","29","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Kevin McCanna","HOU","SP,RP","3066","FA","27","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Michael McCarthy","BOS","SP,RP","3067","FA","33","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Shane McCarthy","CLE","SP,RP","3068","FA","24","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Kirk McCarty","CLE","SP,RP","3069","FA","25","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Keegan McCarville","TB","SP,RP","3070","FA","23","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Darren McCaughan","SEA","SP,RP","3071","FA","24","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Riley McCauley","CHC","SP,RP","3072","FA","24","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Lance McClain","BOS","SP,RP","3073","FA","33","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jackson McClelland","TOR","SP,RP","3074","FA","26","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Mike McClendon","COL","RP","3075","FA","35","MIL 3<br/>@COL 4 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Kade McClure","CHW","SP,RP","3076","FA","25","DET 3<br/>@CHW 5 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Adam McCreery","LAD/LAA","RP","3077","FA","28","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Mason McCullough","ARI","SP,RP","3078","FA","28","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Nick McCully","STL","SP,RP","3079","FA","32","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Brendan McCurry","LAA","SP,RP","3080","FA","29","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Daniel McCutchen","SD","RP","3081","FA","38","SD 0<br/>@ARI 1 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Andrew McDonald","CIN","SP,RP","3082","FA","26","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Cole McDonald","HOU","SP,RP","3083","FA","23","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"James McDonald","(N/A)","SP","3084","FA","36","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Trevor McDonald","SF","SP,RP","3085","FA","19","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Ken McDowall","NYM","SP,RP","3086","FA","30","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Parker McFadden","BAL","SP,RP","3087","FA","23","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Blake McFarland","TOR","RP","3088","FA","33","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Aaron McGarity","NYY","SP,RP","3089","FA","26","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Seth McGarry","PHI","SP,RP","3090","FA","27","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jack McGeary","WSH","SP","3091","FA","31","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Easton McGee","TB","SP,RP","3092","FA","23","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Austin McGeorge","NYM","SP,RP","3093","FA","26","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Scott McGough","(N/A)","RP","3094","FA","31","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Trey McGough","PIT","SP,RP","3095","FA","22","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
